Tiempo,V_bus (V),V_shunt (V),Corriente (A)
19:51:26,3.29625,1.0
19:51:26,3.29625,1.0
19:51:26,3.29625,1.0
19:51:27,3.29625,1.0
19:51:27,3.29625,1.0
19:51:27,3.29625,1.0
19:51:27,3.29625,1.0
19:51:27,3.29625,1.25
19:51:27,3.29625,1.25
19:51:27,3.29625,1.25
19:51:27,3.29625,1.25
19:51:27,3.29625,1.25
19:51:27,3.29625,1.0
19:51:28,3.29625,1.25
19:51:28,3.29625,1.25
19:51:28,3.295,1.0
19:51:28,3.29625,1.0
19:51:28,3.29625,1.0
19:51:28,3.29625,1.0
19:51:28,3.29625,1.0
19:51:28,3.29625,1.25
19:51:28,3.29625,1.25
19:51:28,3.29625,1.0
19:51:29,3.2975,1.0
19:51:29,3.2975,1.0
19:51:29,3.2975,1.25
19:51:29,3.29625,1.25
19:51:29,3.29625,1.25
19:51:29,3.29625,1.0
19:51:29,3.2975,1.25
19:51:29,3.2975,1.25
19:51:29,3.2975,1.25
19:51:29,3.2975,1.25
19:51:30,3.2975,1.0
19:51:30,3.2975,1.0
19:51:30,3.29625,1.0
19:51:30,3.29625,1.25
19:51:30,3.29625,1.0
19:51:30,3.29625,1.0
19:51:30,3.2975,1.0
19:51:30,3.29625,1.0
19:51:30,3.29625,1.0
19:51:31,3.29625,1.25
19:51:31,3.29625,1.25
19:51:31,3.29625,1.0
19:51:31,3.29625,1.0
19:51:31,3.29625,1.0
19:51:31,3.2975,1.0
19:51:31,3.2975,1.0
19:51:31,3.2975,1.0
19:51:31,3.29625,1.0
19:51:31,3.29625,1.0
19:51:32,3.29625,1.0
19:51:32,3.29625,1.0
19:51:32,3.29625,1.0
19:51:32,3.29625,1.0
19:51:32,3.29625,1.25
19:51:32,3.29625,1.0
19:51:32,3.29625,1.0
19:51:32,3.29625,1.0
19:51:32,3.29625,1.0
19:51:33,3.2975,1.0
19:51:33,3.2975,1.0
19:51:33,3.2975,1.25
19:51:33,3.2975,1.0
19:51:33,3.2975,1.0
19:51:33,3.29625,1.0
19:51:33,3.29625,1.0
19:51:33,3.29625,1.0
19:51:33,3.29625,1.0
19:51:33,3.2975,1.0
19:51:34,3.2975,1.0
19:51:34,3.2975,1.0
19:51:34,3.2975,1.0
19:51:34,3.2975,1.25
19:51:34,3.2975,1.25
19:51:34,3.29625,1.0
19:51:34,3.2975,1.0
19:51:34,3.2975,1.0
19:51:34,3.2975,1.0
19:51:34,3.2975,1.25
19:51:35,3.2975,1.0
19:51:35,3.2975,1.0
19:51:35,3.29625,1.25
19:51:35,3.2975,1.0
19:51:35,3.2975,1.0
19:51:35,3.2975,1.0
19:51:35,3.29625,1.0
19:51:35,3.29625,1.0
19:51:35,3.29625,1.0
19:51:36,3.29625,1.25
19:51:36,3.2975,1.5
19:51:36,3.2975,1.25
19:51:36,3.2975,1.25
19:51:36,3.29625,1.5
19:51:36,3.29625,1.5
19:51:36,3.29625,1.5
19:51:36,3.29625,1.5
19:51:36,3.29625,1.5
19:51:36,3.29625,1.5
19:51:37,3.29625,1.7500000000000002
19:51:37,3.2975,1.25
19:51:37,3.2975,1.25
19:51:37,3.2975,1.25
19:51:37,3.29625,1.25
19:51:37,3.29625,1.25
19:51:37,3.29625,1.25
19:51:37,3.29625,1.25
19:51:37,3.29625,1.25
19:51:37,3.29625,1.0
19:51:38,3.29625,1.0
19:51:38,3.2975,1.0
19:51:38,3.2975,1.0
19:51:38,3.2975,1.0
19:51:38,3.2975,1.0
19:51:38,3.2975,1.0
19:51:38,3.2975,1.25
19:51:38,3.2975,1.25
19:51:38,3.2975,1.0
19:51:39,3.2975,1.0
19:51:39,3.2975,1.0
19:51:39,3.29625,1.0
19:51:39,3.29625,1.0
19:51:39,3.29625,1.0
19:51:39,3.2975,1.0
19:51:39,3.2975,1.25
19:51:39,3.2975,1.0
19:51:39,3.2975,1.0
19:51:39,3.29625,1.0
19:51:40,3.2975,1.25
19:51:40,3.2975,1.25
19:51:40,3.2975,1.0
19:51:40,3.2975,1.0
19:51:40,3.2975,1.0
19:51:40,3.2975,1.0
19:51:40,3.2975,1.25
19:51:40,3.2975,1.25
19:51:40,3.2975,1.25
19:51:40,3.2975,1.0
19:51:41,3.2975,1.0
19:51:41,3.2975,1.0
19:51:41,3.2975,1.0
19:51:41,3.2975,0.75
19:51:41,3.29625,1.0
19:51:41,3.29625,1.0
19:51:41,3.2975,1.0
19:51:41,3.29625,1.0
19:51:41,3.29625,1.0
19:51:42,3.29625,1.0
19:51:42,3.29625,1.0
19:51:42,3.2975,1.25
19:51:42,3.2975,1.25
19:51:42,3.2975,1.0
19:51:42,3.2975,1.0
19:51:42,3.2975,1.0
19:51:42,3.2975,1.25
19:51:42,3.2975,1.25
19:51:42,3.2975,1.0
19:51:43,3.2975,1.0
19:51:43,3.2975,1.0
19:51:43,3.2975,1.0
19:51:43,3.2975,1.0
19:51:43,3.2975,1.0
19:51:43,3.2975,1.0
19:51:43,3.2975,1.25
19:51:43,3.2975,1.25
19:51:43,3.2975,1.0
19:51:43,3.2975,1.25
19:51:44,3.2975,1.25
19:51:44,3.2975,1.0
19:51:44,3.2975,1.25
19:51:44,3.2975,1.0
